gene_id	gene_name	SRR1576457	SRR1576458	SRR1576459	SRR1576460	SRR1576461	SRR1576462	SRR1576463	SRR1576464	SRR1576465	SRR1576514	SRR1576515	SRR1576516
FBgn0026634	Cog2	574.772	433.404	723.69	695.565	769.715	685.758	693.698	752.732	763.174	1015.824	787.866	582.544
FBgn0026666	MagR	1034	697	1157	809	954	1042	1197	1135	1188	1084	871	690
FBgn0026679	IntS4	206	144	217	251	260	239	213	199	190	290	210	165
FBgn0026702	Pop1	135	114	196	127	161	139	135	151	141	144	118	104
FBgn0026713	Prp16	535	396	631	612	622	577	510	449	455	603	446	457
FBgn0026718	Agpat2	1028	795.001	1043	937	1019	1055	937.999	1036	995.999	1181.999	965	774
FBgn0026721	fat-spondin	1355	784	1090	1893	1179	1765	1296	937	990	1964	1566	1038
FBgn0026722	drosha	322	190	319	339	305	356	354	279	292	361	267	242
FBgn0026737	CG6171	270	207	327	245	279	266	254	312	317	257	220	199
FBgn0026738	CG7857	609	561	743	725	800	762	551	613	569	811	605	736
FBgn0026741	mRpL18	433	380	482	431	391	404	522	535	467	463	370	347
FBgn0026751	XRCC1	379	354	469	473	510	543	426	354	430	506	407	481
FBgn0026754	Ugt37C1	1	0	5	8	4	7	3	8	6	10	9	7
FBgn0026755	Ugt37B1	179	78	127	224	201	266	102	90	74	281	216	146
FBgn0026756	Ugt37A1	15	7	6	14	11	24	24	14	8	32	6	17
FBgn0026760	Tehao	82.866	46.67	59.266	65.813	53.788	92.664	112.712	42.789	47.325	115.385	87.995	47.626
FBgn0026761	Trap1	2761	2449	3306	2674	2977	3101	2774	2866	2659	3388	2698	2562
FBgn0026777	Rad23	2173.999	1632	2305	2402.999	2410	2649	2403.001	2274	2185	3001	2582	2245.999
FBgn0026778	Rad1	38	38	0	30	0	0	0	0	45	0	0	0
FBgn0026787	Nhe1	1137	852	1214	1300	1096	1233	1242	1088	1046	1312.983	1050	1053
FBgn0026869	Tdg	4186.13	2987.357	3613.802	4787.583	3572.276	4390.7	4870.922	3445.464	3183.82	4346.064	3395.252	3856.34
FBgn0026872	CG14777	434.771	243.001	484	294.507	422.999	326	427	491	451.001	437.001	298	291
FBgn0026873	MED18	252	230	280	187	248	235	235	274	292	335	229	155
FBgn0026874	CG13358	9	2	3	1	9	7	11	6	8	8	4	4
FBgn0026876	CG11403	32	31	38	44	42	41	39	51	32	56	29	28
FBgn0026878	CG4325	101	66	90	110	88	126	96	75	76	91	81	87
FBgn0026879	CG13364	624	428	749	532	709	667	634	612	720	689	598	495
FBgn0027052	STUB1	751	577	759	772	761	744	823	706	627	848	761	717
FBgn0027053	CSN5	348	283	388	351	394	415	357	414	394	465	351	255
FBgn0027054	CSN4	835	708	875	751	707	966	953	935	926	1124	1002	866
FBgn0027055	CSN3	811	740	889	900	853	839	800	804	758	769	709	714
FBgn0027057	CSN1b	1058	863	1267	991	981	1111	1160	1027	1052	1269	1071	815
FBgn0027066	Eb1	4169.123	3605.152	5183.973	4314	4134.079	4340.999	4181.999	4485.541	4276.06	4989.033	3865.204	3704.001
FBgn0027070	Ugt36E1	488	376	531	480	476	614	567	503	521	738	612	437
FBgn0027073	Ugt49B1	1597	1123	1507	1988	1987	2301	1584	1305	1342	1985	1786	1232
FBgn0027074	Ugt36F1	122	88	107	209	152	183	122	103	112	145	147	122
FBgn0027079	ValRS	700	445.001	596	752.999	684	733	689.001	593.999	561	890	563.001	498.999
FBgn0027080	TyrRS	1094	794	1195	979	1040	1070	1035	998	957	1116	788	816
FBgn0027081	ThrRS	1293	956	1302	1191.001	1250	1338.001	1235	1247	1125	1546	1214	979
FBgn0027082	ProRS-m	83	68	100	67	87	102	84	93	135	117	100	74
FBgn0027083	MetRS-m	195	150	214	187	162	173	164.001	191	158	200.001	125.999	125
FBgn0027084	LysRS	1073.001	852	1111	988	1132	1073	1119	991.999	953.999	1002	796	853
FBgn0027085	LeuRS-m	283	222	353	309	355	354	351	296	289	394	336	288
FBgn0027086	IleRS	798	554	820	876	891	925	905	884	802.001	1134	846	703
FBgn0027087	HisRS	796.222	593.831	864.684	805.799	807.55	836.042	823.907	704.674	724.14	834.049	673.503	601.84
FBgn0027088	GlyRS	774	662.999	856	845	788	824.001	878.001	746	717	934.001	735	687
FBgn0027090	GlnRS	626	428	618	653	690	721	668	615	614	827	633	459
FBgn0027091	CysRS	385	245	371	409	432	449	397	350	321	495	374	362
FBgn0027093	ArgRS	326	223	296	307	340	319	348	302	308	409	318	277
FBgn0027094	AlaRS	986	752	1072	958	1029	1118	1140	1035	991	1393	939	850
FBgn0027095	Manf	1406	1380	1742	1488	1539	1604	1643	1562	1507	1890	1514	1632
FBgn0027101	Dyrk3	1062.001	836	1185	1199	1062.999	1169	1315	1217	1086	1122	965.999	846
FBgn0027106	Inx7	472	302	354	406	390	508	455	283	360	454	403	346
FBgn0027107	Inx6	55	69	64	68	67	82	52	57	62	92	83	70
FBgn0027108	Inx2	2652.001	1528.001	2342	3288	2776.999	3120	3235.999	2068	2202.999	2783	2288.999	2102
FBgn0027109	NPF	72	58	93	78	103	90	79	92	79	101	60	60
FBgn0027111	miple1	1416	1013	1582	1287	1159	1353	1745	1797	1544	953.001	721	688
FBgn0027259	Kmn1	41.067	29	54	58.999	36.124	42.248	45.987	64.692	64.503	48	42.878	41.997
FBgn0027279	l(1)G0196	4580.644	3541.893	4447.175	4585.964	3949.263	4847.816	4958.485	4323.367	4118.557	4675.248	3949.889	4163.403
FBgn0027280	orion	1923	1237	1753	2064	1691	2082	1945	1435	1584	1882	1627	1533
FBgn0027287	Gmap	2211.807	1661.52	2452.986	1863.128	2073.905	1949.616	2272.169	2044.969	2105.472	2072.93	1654.686	1547.931
FBgn0027291	Idh3a	29870	13563	20191	23887	23066	23603	33660	17808	22103	26836	23131	24371
FBgn0027296	temp	298	224	280	272	277	310	352	294	268	318	282	180
FBgn0027329	CCT6	1573	1237	1569	1518	1459	1485	1619	1363	1361	1388	1231	1236
FBgn0027330	l(1)G0020	100.915	76.717	122.076	132.639	119.012	137.431	120.984	85.615	111.978	139.482	103.869	97.675
FBgn0027334	l(1)G0004	257	173	258	175	210	177	194	188	188	198	142	104
FBgn0027335	Rip11	3306	2494.001	3071	4038	3197	3247	3264	2567	2539.999	3634	2927	3591.999
FBgn0027338	Kap-alpha3	7550	5732	7485.999	7250.999	6826.999	7939	7829	6299	6336	8096.999	6788	6555
FBgn0027339	jim	5468.001	4581	5633	6364	5252	6109	6848	5625	5657	5132	4245.001	4552
FBgn0027342	fz4	386	261	351	402	356	384	411	305	331	372	361	389
FBgn0027343	fz3	279	243	314	219	196	232	271.999	310	267	244	221	169
FBgn0027348	bgm	1673	1094	1704	1749	1744	1640	1720	1460	1447	1935	1516	1175
FBgn0027356	Amph	5373.123	3071.01	4610.297	5564.163	5109.264	5440.598	6131.368	4563.784	4458.976	6622.711	5197.574	4725.471
FBgn0027358	Tim9b	396.552	621.737	897.353	672.56	366.306	755.377	214.013	68.759	0	330.285	63.583	809.517
FBgn0027359	Tim8	1441	1229	1622	1130	1542	1707	1553	1519	1732	1662	1665	1517
FBgn0027360	Tim10	2318.829	2577.956	2947.732	2722.424	2763.703	2876.27	2682.332	2382.831	2379.798	2886.348	2646.118	3040.154
FBgn0027363	Stam	3425	2642	3199	3261	2679	3170	3148	2555	2473	3118	2515	3223
FBgn0027364	Six4	49	41	59	36	46	54	44	35	42	46	37	41
FBgn0027375	RecQ5	522	345	521	537	526	581	547	478	418.999	607	471	440
FBgn0027376	rha	3156	2794	3974	3521	3721	3992	2974	3319	3158	4367	3586	3723
FBgn0027378	MRG15	338	227	370	324	321	350	379	298	307	370	363	286
FBgn0027453	Dnz1	804	755	965	867	923	1014	943	877.873	938	1071.019	996	870
FBgn0027490	D12	131	112	168	130	150	164	152	138	135	161	131	137
FBgn0027491	Cdk5alpha	741	468	617	624	469	603	776	611	549	380	292	393
FBgn0027492	wdb	6297.999	4422.001	5656	7168.999	5976.999	7058	7324	5670	5670	6848	5407	5650
FBgn0027493	Adss	3357	2496	3281.991	3283	3376	3442	3211	2702	2808	3732	3106	3014
FBgn0027494	RpS10a	147	130	193	201	221	193	180	192	199	232	163	152
FBgn0027495	Smyd4-4	1799	1652	2083	2166.995	2037	2335	1605	1403	1440	1947	1745	2114
FBgn0027496	epsilonCOP	703	550	868	563	727	652	698	770	731	773	581	521
FBgn0027497	Madm	1056	746	1127.071	1187.53	1047.39	1059.306	1142.926	959.667	964.208	1124.16	938.281	996.487
FBgn0027498	CG2061	1609.73	1376.543	1904.88	1768.997	1643.677	1899.885	1675.74	1595.793	1573.664	1684.651	1425.477	1672.801
FBgn0027499	wde	804	604	822	949	813	876	792	701	660	887	686	692
FBgn0027500	spd-2	474.005	434.481	636.079	427.958	514.954	554.993	488.549	552.695	522.123	656.967	540.125	495.784
FBgn0027503	CG11970	658	476	739	644	624	702	722	702	609	666	605	619
FBgn0027504	bsd	1389.001	1194.001	1604.001	1651	1545	1704	1453.999	1275	1313	1669	1436	1558
FBgn0027505	Rab3-GAP	3956	3961	6303	5170	5414	5863	4418	5153	5361	7524	6163	5499
FBgn0027506	EDTP	1626	1145	1502	1639	1537	1733	1656	1324	1381	1836	1667	1575
FBgn0027507	CG1344	604.558	455.808	651.63	570.746	538.541	667.611	712.303	618.156	643.88	666.556	524.975	549.778
FBgn0027508	Tnks	913.733	681.163	872	984.938	887.758	972.392	952	653.217	848.816	896.655	692.514	773.396
FBgn0027509	Tbcd	605	536	733	686	675	746	640	669	728	773	609	559
FBgn0027512	CG10254	6987.721	6387.704	8800.097	6412.716	6760.491	7896.275	6955.967	8013.69	7820.072	8901.482	7166.039	6687.562
FBgn0027513	ana2	320	279	430	350	329	339	300	383	369	367	340	323
FBgn0027514	CG1024	219.327	145.971	223.321	204.683	158.846	213.851	222.272	201.469	210.619	193.874	166.941	178.037
FBgn0027515	CG7115	2341	1830	2526	2441.002	2397.001	2444.001	2568	2240	2219	2867	2231	2156
FBgn0027518	Wdr24	224	165	255	273	211	220	227	162	186	266	164	193
FBgn0027521	CG3679	549.312	535.542	503.31	522.499	533.84	702.283	578.227	462.084	589.046	409.059	356.92	694.475
FBgn0027524	CG3909	410	311	490	369	375	402	445	502	471	450	399	302
FBgn0027525	LTV1	3794	2779	3975	3582	3586	3503	3666	3438	3435	3487	2660	2747
FBgn0027526	Ublcp1	544	468	725	485	484	621	629	584	656	609	530	474
FBgn0027527	Osi6	46	45	47	62	70	68	48	50	41	85	68	51
FBgn0027528	goe	1267	876	1089	1509	1208	1508	1278	894	937	1264	1037	966
FBgn0027529	tapas	2451	1948	2638	2655	2631	2809	2488	2070	2220	2872.999	2182	2203
FBgn0027532	CG7139	1168	829	1094	1161	1040	1279	1134	1018	974	1246	1082	1002
FBgn0027535	botv	337	222	329	395	350	418	390	334	304	403	360	260
FBgn0027537	Nup93-1	428	315	468	498	463	492	443	391	378	588	388	391
FBgn0027538	beta4GalNAcTA	361	251	325	340	345	358	388	285	292	388	326	303
FBgn0027539	lili	1495	1330	2044	1505	1838	1853	1722	1801	1779	2286	1952	1942
FBgn0027544	CG2217	76.288	435	513.398	198.772	146.895	226.447	222.782	639.03	85.296	549	132.672	85.943
FBgn0027546	CG4766	101	57	90	95	75	93	129	107	99	110	67	48
FBgn0027547	CG1927	3240	2319	3146	4172	3681	3881	3558	3025	2958	3517	2838	3010
FBgn0027548	nito	806.175	542.788	704.04	626.304	517.028	683.793	785.14	591.331	621.771	666.016	498.084	476.046
FBgn0027549	Nulp1	3704	3353.999	4474.999	3991	3938	4419	3646	3555.001	3442	4556	3599	3876
FBgn0027550	CG6495	440	278	415	350	272	326	486	356	345	226	152	195
FBgn0027552	CG10863	5933	4162	5424	5618	5039	5857	4500	3511	3644	4535.98	3990	3578.993
FBgn0027553	NELF-B	132	92	130	139	124	124	147	137	133	164	128	98
FBgn0027554	CG8042	6354	5433	7663	6912	7104	6889	5757	5988	5929	7553	6123	6583
FBgn0027556	CG4928	14679	12694	13989	19975	16000	20183	16400	12372	12872	18201	16513	18633
FBgn0027558	Pgant3	494	418	506	490	438	514	513	505	489	509	420	423
FBgn0027560	Tps1	20327	11558	18374	20202	19031	21083	17388	15296	15851	23701	17498	13313
FBgn0027561	CG18659	4045	3453.001	4341	3792.999	3877	4376.999	3797.001	3537	3634.001	4437.999	3779	4334.001
FBgn0027562	CG10345	642	490	588.964	657.993	537	644	819	641	603	683	482	460
FBgn0027563	CG9631	372	185	241	307	265	325	354	258	291	339	293	211
FBgn0027564	CG3149	364	227	377	291	319	282	386	468	467	405	254	193
FBgn0027565	CG5498	477	296	506	433	519	449	486	417	507	662	401	371
FBgn0027567	Ciz1	3259	2599	3138	3332	2988	3000	2890	2289	2360	2472	1985	2707
FBgn0027568	Cand1	3054	2613	3598	3449	3720	4059	2931	2862	2912	4288	3165	3498
FBgn0027569	cert	896.999	621	838	896	825	803	822.001	713.999	708	1059.001	827	770
FBgn0027570	Nep2	697	359	574	854	655	747	799	559	523	970	657	586
FBgn0027572	ACOX1	1456	989	1332	1846	1372	1690	1378	1116	1158	1713	1486	1290
FBgn0027574	CG5815	284	230	352	327	339	320	306	299	286	316	252	281
FBgn0027575	GABA-B-R2	696	481	668	549	469	564	759.001	757	639.001	485	393	501
FBgn0027578	Nepl21	1474.665	989.719	1263.169	1804.478	1570.68	1951.414	1306.715	941.015	1084.835	2022.648	1538.437	1132.143
FBgn0027579	mino	3843.764	2485.288	3651.427	4476.604	4357.441	4955.554	3408.044	3071.283	3135.473	5582.866	4581.715	3563.643
FBgn0027580	PCB	8871.999	6319	8423.001	9657.001	7423.001	9200	8704	7021.001	6787	9987	8388	7378
FBgn0027581	CG6191	1749.666	1546.999	1719.185	1896.366	1525.984	1592.382	1767.874	824.631	1304.144	1851.388	1409.985	1417.124
FBgn0027582	CG6230	6283.386	5701.148	8103.674	7206.283	7669	8299	5887	6189	6226	8793	6879	7043.006
FBgn0027583	CG7601	418	315	469	327	402	422	404	438	460	418	337	287
FBgn0027584	CG4757	123	112	140	112	104	112	243	224	593	226	168	120
FBgn0027586	Jhbp14	1687	738	1071	1574	1320	1416	1800	1206	1267	1676	1168	761
FBgn0027587	Prp4k	659	503	680	817	731	705	714	611.999	591	713	627	685
FBgn0027588	GCS2alpha	6257	4575	6503.001	6902.999	6199	6918	6294.001	5441	5269	7078	5461	5012
FBgn0027589	CG1688	210.363	148.952	180.93	175.532	159.592	161.221	205.38	181.368	179.607	125.048	84.586	113.438
FBgn0027590	GstE12	10000.999	7913.999	9913.999	8913	8883	11573.001	11642.001	8309.001	10265	12744	13851.001	10799
FBgn0027592	MED15	670	554	753	738	767	714	664	761	692	926	712	632
FBgn0027594	drpr	3733	2681.999	3228	3513.999	2988	3747	3795	3069	2962	3943.001	2912	2931
FBgn0027596	Kank	4552.542	3877.69	5649.337	4442.17	4316.67	4687.46	4496.55	4866.303	4758.669	5441.022	4380.969	4031.714
FBgn0027597	CG17712	187	193	249	170	169	194	238	255	242	209	184	169
FBgn0027598	cindr	3513	2682.999	3334	3459.999	3390	3692	3297	3088.999	2898	3520.999	2722.999	2916
FBgn0027599	CG2790	936	774	999	874	928	915	940	814	892	937	747	872
FBgn0027600	obst-B	470	297	419	213	169	227	500	345	380	180	184	168
FBgn0027601	pdgy	2808	2040.004	2648.007	4278.01	3565.001	3902.001	3005.024	2520.03	2488.007	4609.003	3526.004	3121.001
FBgn0027602	CG8611	81	43	69	74	91	80	86	65	89	71	57	62
FBgn0027603	Ulp1	1755	1274	1759	1770	1461	1864	1774	1695	1581	1818	1460	1503
FBgn0027607	CG8230	2107	1629	2323	2029	2043	2304	2063	1800	1874	2389	1984	1986
FBgn0027608	CG2082	6191.059	5715.065	7030.229	6007.493	5411.853	5838.437	6750.765	6541.518	6028.974	6160.28	4975.303	4714.974
FBgn0027609	morgue	410	315	468	385	398	372	434	397	394	401	340	346
FBgn0027610	Dic1	3217	2219	3405	3679	3419	3465	3000	2866	2765	3587	3151	3017
FBgn0027611	LManII	6676	3474	5510	7057	5917	7149	6568	3820	4160	6504	5076	4394
FBgn0027615	OXA1L	1355	1246	1709	1324	1434	1577	1305	1702	1495	1974	1609	1281
FBgn0027616	Ythdc1	1848	1712	1896	1658	1483	1357	1963	1940	1743	1518	1355	1345
FBgn0027617	CG5808	228.837	176.547	218.287	217.602	231.797	209.324	203.951	182.863	207.313	236.298	158.091	194.873
FBgn0027619	eIF3j	2135	1508	2239	2403	2469	2731	2064	1917	1869	2435	2327	2009
FBgn0027620	Acf	838	687	911	810.676	838	857	845	819	828	941	706	740
FBgn0027621	Pfrx	6184	3891	5213	5706	4998.999	5234.999	5389.998	3720.999	3920.999	4751	3958	4380
FBgn0027654	jdp	1973	1512	1859	1765	1763	1935.999	2437.001	2162	1874	1499	1330	1201.999
FBgn0027655	htt	1612	1170	1559	1712	1445	1630	1700	1441	1339	1705	1279	1266
FBgn0027657	glob1	4780.999	3063	4415.001	4967	3963.999	4554.999	4106	3443	3401	4174.999	3330.001	3321.001
FBgn0027660	blot	938	721.001	977	971	862	970	951	883	811	1066	900	826
FBgn0027779	VhaSFD	7513	5553.001	7254.001	6793	6634.999	7958	8987	7416	7081	8912	7113.001	5600.999
FBgn0027780	Aasdh	128	117	162	137	120	150	143	149	130	143	113	95
FBgn0027783	SMC2	240	208	318	241	201	265	253	278	324	324	255	279
FBgn0027784	Prp18	236	181	233	235	248	213	225	192	211	188	159	158
FBgn0027785	NP15.6	7150	4170	6436	6986	7431	7065	9091	6432	7170	7122	5431	5557
FBgn0027786	Mtch	1576	1262	1917.001	1888.001	1868.001	1972.001	1671	1849	1760.001	2149.999	1795	1720.999
FBgn0027788	Hey	10	11	23	12	12	8	14	19	19	13	8	18
FBgn0027790	GV1	870	559	648	975	734	880	997	594	689	791	610	692
FBgn0027791	O-fut2	279	215	310	283	298	250	255	284	253	305	233	193
FBgn0027793	CG14787	22	9	5	10	16	10	20	14	14	17	11	6
FBgn0027794	Lrpprc2	689	431	701	657	674	611	740	610	592	639	492	392
FBgn0027795	CG14785	1845	1899	2362	1887	1817	1935	1704	1891	1855	2171	1915	2169
FBgn0027835	Dp1	6693.001	4581.001	6341	9066	7540	8504	7300	5834	5881.002	9008	7014	6841
FBgn0027836	Dgp-1	1633	1208	1795	1795	1722	1695	1565	1346	1372	1753	1403	1624
FBgn0027841	CstF64	211	172	246	225	221	224	236	215	215	226	182	197
FBgn0027843	CAH2	3676	2412	2824	4467	3644	4091	3155	2236	2222	2930	2725	2703
FBgn0027844	CAH1	2978.276	1903.168	2598.816	3406.995	3203.667	3423.258	3288.848	2359.217	2375.751	3143.25	2726.456	2276.622
FBgn0027864	Ogg1	83	59	65	110	83	94	86	84	65	81	83	86
FBgn0027865	Tsp96F	1101	770	1000	1223	1164	1300	1181	992	978	1307	1054	1080
FBgn0027866	CG9776	2233	1768	2522	2141	2083	2184	2244	2301	2145	2532	1937	2034
FBgn0027868	Nup107	250	191	292	179	218	207	279	277	269	258	222	143
FBgn0027872	rdgBbeta	191	134	223	162.042	180.331	201	216	199	194	179	158	154
FBgn0027873	Cpsf100	295	252	322	305	299	304	309	292	325	369	279	241
FBgn0027889	ball	641	635	820	664	636	734	631	654	667	736	567	640
FBgn0027903	PolD2	183	188	218	153	184	190	197	243	196	197	189	146
FBgn0027929	NimB1	56	48	87	64	70	77	96	105	80	92	114	66
FBgn0027930	MP1	846.417	485.707	779.22	879.868	699.27	861.885	796.181	676.748	659.327	774.473	676.429	576.276
FBgn0027932	Akap200	11195.344	9291.691	10872.09	8782.866	7890.829	8805.124	11009.806	8597.241	9509.541	7817.332	6639.388	7838.138
FBgn0027934	alpha-Est4aPsi	40	15	64	29	38	33	55	66	92	62	64	36
FBgn0027945	ppl	3089	2815	3318	4053	3941	4665	3279	2939	3133	4639	3536	3503
FBgn0027948	msps	4220.999	3193	4561	4315	3864	4445.001	4473.001	4008	4017	4569.999	3611	3801
FBgn0027949	msb1l	657	651	754	545	600	684	654	684	650	729	658	712
FBgn0027950	MBD-like	497	435	541	455	461	463	537	616	516	510	363	432
FBgn0027951	MTA1-like	1862.999	1310	1781	1816	1601	1747.999	1938.999	1479	1492	1734	1376	1545
FBgn0028292	ric8a	317.796	259.896	371.806	371.956	352.786	365.972	362	354.762	380.862	395.811	321.534	294.943
FBgn0028325	Pdha	18497	9480	14167.001	15537	15123	14650.999	19998	10537.999	12696	15905.001	12477	14367
FBgn0028327	l(1)G0320	4413	3419	4303	4092	3808	4455	4601	3762	3968	4531	3762	3846
FBgn0028331	l(1)G0289	6193.999	4531.999	5643	6591	5726	6741	6461.999	4997	5114	6140.001	5049.001	5221.001
FBgn0028341	Ptpmeg2	3187.999	2625	3179.999	3229	3068.999	3375	3743.999	3122.999	3023.999	3384.999	2679	2640.999
FBgn0028342	ATPsyndelta	22894.027	14978.006	19005.313	20756.977	18116.998	18858.427	23154.928	13475.012	16073.366	16061.041	14383.049	20660.475
FBgn0028343	Ankle2	719	567	860.999	754	725.001	787	809.999	776.999	821	970	725.999	708.999
FBgn0028360	Cdc7	4532	4007	4884	5060	4901	4969	4457	3795	3988	5377	4659	5488
FBgn0028369	kirre	371	266	380	394.999	419	422	511	570.001	469.001	521	346	279
FBgn0028370	kek3	221	157	247	211	163	229	283	279	224	148	100	137
FBgn0028371	jbug	3430	2242.001	3000.999	4644	3699	3745	3785	2710	2793	4555	3503.999	3324
FBgn0028372	Kpc2	2166	2023	2719.001	2163	2412	2754	2231	2481	2347	3091	2631	2544
FBgn0028374	Hug	64	54	73	45	30	50	78	79	81	21	13	19
FBgn0028375	heix	675	520.835	778.455	729.702	697.649	800.7	727.097	782.904	719.814	938.901	705.661	632.951
FBgn0028377	gdl-ORF39	649.792	770.699	976.63	419.745	689.424	773.785	728.662	1288.747	1067.571	1009.62	805.306	1054.81
FBgn0028379	fan	3380	3581	4330	4694	4438	4745	3635	3859	3946	5303	4858	5707
FBgn0028380	fal	808.858	689.098	1007.293	902.609	913.071	981.27	795.618	871.93	860.316	1053.865	868.207	815.449
FBgn0028381	Decay	1447	1052	1359	1704	1676	1653	1353	966	1000	1311	927	1148
FBgn0028382	cyp33	194	141	189	199	193	194	200	226	217	143	123	145
FBgn0028387	chm	344	238	368	321	321	385	351	267	322	413	318	308
FBgn0028394	CG17834	584	456.999	551	584	598	636	601	433	448	651	542	457.999
FBgn0028396	TotA	1779	1066	939	2686	2293	1248	1258	687	1117	1854	1325	739
FBgn0028397	Tob	5278	4705	6137	5849	5509	6126	5872	5745.001	5631	5775	4817	4990.999
FBgn0028398	Taf10	487	353	533	420	541	499	520	444	478	554	419	393
FBgn0028399	Serinc	2906	2144.001	2670	2096	2412	2659	3197	2731	2896.001	2904.001	2374	1898.999
FBgn0028400	Syt4	1781	1341	1800	1521	1293	1689	2212	2167	1842	1236	901	1104
FBgn0028402	Polr3E	312	269	386	263	310	313	328	282	304	377	255	219
FBgn0028406	Drep4	158.969	101.135	150.56	154.974	140.877	165.731	239.657	210.668	160.089	140.977	135.707	113.964
FBgn0028407	Drep3	201.948	162.838	285.441	229.68	228.567	236.396	216.906	251.28	226.377	333.77	286.728	287.489
FBgn0028408	Drep2	381	288	350	380	309	415	487	434	401	238	180	211
FBgn0028410	Pk34A	172	192	255	187	206	221	180	212	206	249	218	245
FBgn0028411	Nxt1	135	123	186	86	133	185	185	172	220	170	221	110
FBgn0028412	Mst33A	3000	2926	4302.001	3627	4389.001	4714	3460	4433	4054	5952	4894	3912
FBgn0028415	Met75Cb	15165	10632	18325.06	23250.4	16549.58	16382.851	15177.227	21829.454	13520.958	13824.536	6725.887	11374
FBgn0028416	Met75Ca	0	0	1419.94	30.6	172.42	118.149	24.773	26.546	67.042	63.464	90.113	0
FBgn0028418	Lk	112.12	99.531	158.364	79.453	122.783	132.697	152.567	155.471	161.145	188.202	121.798	112.64
FBgn0028421	Kap3	852	540	754	946.999	770	890	960	707.999	743.999	909	654.999	737
FBgn0028422	GluRIID	75	68	72	86	52	59	83	101	82	92	68	63
FBgn0028424	JhI-26	1268.022	1003.97	1543.954	1515.166	1818.334	1717.499	1120.147	1067.357	1173.092	1734.426	1416.131	1466.322
FBgn0028425	JhI-21	436.426	340.49	503.529	462.662	476.077	471.744	478.466	457.161	433.125	508.093	365.07	382.167
FBgn0028426	RNaseZ	141	92	140	134	133	157	148	136	145	147	133	118
FBgn0028427	Ilk	1375	946	1338	1506	1417	1465	1607	1166	1237	1638	1188	1281
FBgn0028429	I-2	1992	1759	2237	2443	2402	2472	2134	2025	2146	2758	2266	2476
FBgn0028430	He	13	11	10	8	5	8	4	5	2	11	10	9
FBgn0028434	Ercc1	31	36	39	30	48	44	57	55	63	61	54	42
FBgn0028436	ECSIT	173	109	158	146	162	152	166	151	150	169	120	120
FBgn0028467	Ube4A	1531	1217	1710	1472	1372	1684	1590	1600	1446	1782	1419	1273
FBgn0028468	rtet	205	148	180	212	184	247	293	177	225	254	227	176
FBgn0028471	Nab2	885	835	1086	927	865	969	987	820	802	908	710	730
FBgn0028473	Non1	9403	5976	8981	10866	9696	9532	9062	7219	7467	8618	6969	6834
FBgn0028474	CG4119	693	514	671	726	661	663	756	573	524	626	512	556
FBgn0028475	Hrd3	2717.001	2256	3054	2884	2900	2924.001	2686	2710	2603	3098.001	2671	2486
FBgn0028476	Usp1	1397	1039	1402	1425	1280	1450	1448	1239	1212	1817	1356	1388
FBgn0028479	Mtpalpha	3323	2176	3139	3705	3193	3589	3218	2596	2569	4120	3261	2806
FBgn0028480	CG17841	8272.146	5419.427	7693.99	10181.213	9009.427	9574.379	8158.437	6443.884	6644.077	9243.758	7443.505	6992.398
FBgn0028481	Tmtc2	395	253	406	399	324	381	436	461	382	253	218	204
FBgn0028482	bdl	1611	785	1266	1406	1084	1218	2135	1449	1428	1162	792	706
FBgn0028484	Ack	3251	2847	3902	2933	2892	2931	3205	3126	3277	3510	2982	2896
FBgn0028487	f-cup	6148.348	5626.864	7519.668	5423.472	5888.851	6275.963	6105.824	6455.733	6495.031	7269.511	5790.37	5872.482
